Processo;Tipo;Numero;Ano;Ementa;Autor;Relator;Data_Tramitação;Local_Tramitação;Origem_Tramitação;Data_TI;Local_TI;Estado;Dias na Comissão;Dias no Estado Atual
PL 0270/2026;PL;0270;2026;Projeto de PL nº 0270/2026 - Descrição do projeto número 270;Ver. LUNA ZARATTINI (PT);Ver. KEIT LIMA (PSOL);06/03/2026 00:00:00;FIN;Recebido de SGP74;02/03/2026 00:00;Secretaria (SGP51);Em votação;74;4
PLO 0271/2026;PLO;0271;2026;Projeto de PLO nº 0271/2026 - Descrição do projeto número 271;Ver. CRIS MONTERO (Novo);Ver. MILTON COELHO (PP);10/05/2026 00:00:00;FIN;Recebido de SGP75;05/03/2026 00:00;Secretaria (SGP29);Em votação;62;7
PLO 0272/2026;PLO;0272;2026;Projeto de PLO nº 0272/2026 - Descrição do projeto número 272;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Sem Relator Designado;20/01/2026 00:00:00;FIN;Recebido de SGP93;20/04/2026 00:00;Secretaria (SGP40);Rejeitado;80;26
PDL 0273/2026;PDL;0273;2026;Projeto de PDL nº 0273/2026 - Descrição do projeto número 273;Ver. SONINHA FRANCISCHINI (PL);Ver. LUNA ZARATTINI (PT);29/03/2026 00:00:00;FIN;Recebido de SGP95;04/02/2026 00:00;Secretaria (SGP61);Em votação;37;26
PLO 0274/2026;PLO;0274;2026;Projeto de PLO nº 0274/2026 - Descrição do projeto número 274;Ver. LUNA ZARATTINI (PT);Ver. TONINHO PAIVA (REPUBLICANOS);17/05/2026 00:00:00;FIN;Recebido de SGP52;17/05/2026 00:00;Secretaria (SGP11);Recebido;110;5
PLO 0275/2026;PLO;0275;2026;Projeto de PLO nº 0275/2026 - Descrição do projeto número 275;Ver. EDISON SANTOS (PDT);Ver. JOSÉ POLICE NETO (PSDB);05/01/2026 00:00:00;FIN;Recebido de SGP58;04/02/2026 00:00;Secretaria (SGP73);Aprovado;87;4
PLO 0276/2026;PLO;0276;2026;Projeto de PLO nº 0276/2026 - Descrição do projeto número 276;Ver. DELEGADO JOÃO PAULO (PSD);Sem Relator Designado;30/01/2026 00:00:00;FIN;Recebido de SGP78;10/05/2026 00:00;Secretaria (SGP64);Em votação;8;1
PDL 0277/2026;PDL;0277;2026;Projeto de PDL nº 0277/2026 - Descrição do projeto número 277;Ver. TONINHO PAIVA (REPUBLICANOS);Sem Relator Designado;27/03/2026 00:00:00;FIN;Recebido de SGP48;27/05/2026 00:00;Secretaria (SGP95);Aprovado;88;3
PDL 0278/2026;PDL;0278;2026;Projeto de PDL nº 0278/2026 - Descrição do projeto número 278;Ver. DELEGADO JOÃO PAULO (PSD);Ver. EDISON SANTOS (PDT);26/04/2026 00:00:00;FIN;Recebido de SGP17;31/05/2026 00:00;Secretaria (SGP10);Encaminhado para Análise;58;15
PLO 0279/2026;PLO;0279;2026;Projeto de PLO nº 0279/2026 - Descrição do projeto número 279;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. EDISON SANTOS (PDT);21/02/2026 00:00:00;FIN;Recebido de SGP56;02/03/2026 00:00;Secretaria (SGP39);Em votação;101;11
PLO 0280/2026;PLO;0280;2026;Projeto de PLO nº 0280/2026 - Descrição do projeto número 280;Ver. DELEGADO JOÃO PAULO (PSD);Ver. JOSÉ POLICE NETO (PSDB);24/02/2026 00:00:00;FIN;Recebido de SGP60;07/02/2026 00:00;Secretaria (SGP38);Aguardando Pareceres;62;15
PLO 0281/2026;PLO;0281;2026;Projeto de PLO nº 0281/2026 - Descrição do projeto número 281;Ver. LUNA ZARATTINI (PT);Ver. JOSÉ POLICE NETO (PSDB);22/02/2026 00:00:00;FIN;Recebido de SGP76;13/04/2026 00:00;Secretaria (SGP84);Aguardando Notas Taquigráficas;112;27
PR 0282/2026;PR;0282;2026;Projeto de PR nº 0282/2026 - Descrição do projeto número 282;Ver. LUNA ZARATTINI (PT);Ver. EDISON SANTOS (PDT);07/02/2026 00:00:00;FIN;Recebido de SGP95;09/04/2026 00:00;Secretaria (SGP16);Aguardando Notas Taquigráficas;26;14
PR 0283/2026;PR;0283;2026;Projeto de PR nº 0283/2026 - Descrição do projeto número 283;Ver. LUNA ZARATTINI (PT);Ver. MILTON COELHO (PP);02/05/2026 00:00:00;FIN;Recebido de SGP55;30/05/2026 00:00;Secretaria (SGP98);Aguardando Pareceres;75;27
PLO 0284/2026;PLO;0284;2026;Projeto de PLO nº 0284/2026 - Descrição do projeto número 284;Ver. SONINHA FRANCISCHINI (PL);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);02/03/2026 00:00:00;FIN;Recebido de SGP30;14/04/2026 00:00;Secretaria (SGP80);Em votação;115;20
PLO 0285/2026;PLO;0285;2026;Projeto de PLO nº 0285/2026 - Descrição do projeto número 285;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. LUNA ZARATTINI (PT);25/03/2026 00:00:00;FIN;Recebido de SGP34;23/05/2026 00:00;Secretaria (SGP73);Aprovado;115;28
PLO 0286/2026;PLO;0286;2026;Projeto de PLO nº 0286/2026 - Descrição do projeto número 286;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. KEIT LIMA (PSOL);27/01/2026 00:00:00;FIN;Recebido de SGP93;16/05/2026 00:00;Secretaria (SGP19);Estudo para manifestação do relator;66;19
PR 0287/2026;PR;0287;2026;Projeto de PR nº 0287/2026 - Descrição do projeto número 287;Ver. SONINHA FRANCISCHINI (PL);Ver. SONINHA FRANCISCHINI (PL);24/05/2026 00:00:00;FIN;Recebido de SGP18;03/02/2026 00:00;Secretaria (SGP52);Aguardando Notas Taquigráficas;76;28
PL 0288/2026;PL;0288;2026;Projeto de PL nº 0288/2026 - Descrição do projeto número 288;Ver. CRIS MONTERO (Novo);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);13/01/2026 00:00:00;FIN;Recebido de SGP17;15/01/2026 00:00;Secretaria (SGP92);Aguardando Notas Taquigráficas;11;1
PL 0289/2026;PL;0289;2026;Projeto de PL nº 0289/2026 - Descrição do projeto número 289;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);14/01/2026 00:00:00;FIN;Recebido de SGP28;28/05/2026 00:00;Secretaria (SGP79);Estudo para manifestação do relator;8;25
PR 0290/2026;PR;0290;2026;Projeto de PR nº 0290/2026 - Descrição do projeto número 290;Ver. JOSÉ POLICE NETO (PSDB);Ver. JOSÉ POLICE NETO (PSDB);30/03/2026 00:00:00;FIN;Recebido de SGP24;02/01/2026 00:00;Secretaria (SGP67);Encaminhado para Análise;119;8
PLO 0291/2026;PLO;0291;2026;Projeto de PLO nº 0291/2026 - Descrição do projeto número 291;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. JOSÉ POLICE NETO (PSDB);20/02/2026 00:00:00;FIN;Recebido de SGP21;21/05/2026 00:00;Secretaria (SGP98);Em votação;65;11
PR 0292/2026;PR;0292;2026;Projeto de PR nº 0292/2026 - Descrição do projeto número 292;Ver. DELEGADO JOÃO PAULO (PSD);Ver. KEIT LIMA (PSOL);17/02/2026 00:00:00;FIN;Recebido de SGP48;12/04/2026 00:00;Secretaria (SGP58);Aguardando Notas Taquigráficas;45;20
PLO 0293/2026;PLO;0293;2026;Projeto de PLO nº 0293/2026 - Descrição do projeto número 293;Ver. CRIS MONTERO (Novo);Ver. SONINHA FRANCISCHINI (PL);27/02/2026 00:00:00;FIN;Recebido de SGP53;10/04/2026 00:00;Secretaria (SGP64);Rejeitado;113;24
PL 0294/2026;PL;0294;2026;Projeto de PL nº 0294/2026 - Descrição do projeto número 294;Ver. DELEGADO JOÃO PAULO (PSD);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);14/03/2026 00:00:00;FIN;Recebido de SGP25;03/05/2026 00:00;Secretaria (SGP27);Estudo para manifestação do relator;43;21
PL 0295/2026;PL;0295;2026;Projeto de PL nº 0295/2026 - Descrição do projeto número 295;Ver. JOSÉ POLICE NETO (PSDB);Ver. JOSÉ POLICE NETO (PSDB);08/01/2026 00:00:00;FIN;Recebido de SGP65;16/02/2026 00:00;Secretaria (SGP77);Encaminhado para Análise;108;10
PL 0296/2026;PL;0296;2026;Projeto de PL nº 0296/2026 - Descrição do projeto número 296;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. SONINHA FRANCISCHINI (PL);11/01/2026 00:00:00;FIN;Recebido de SGP21;27/02/2026 00:00;Secretaria (SGP95);Aguardando Pareceres;108;18
PL 0297/2026;PL;0297;2026;Projeto de PL nº 0297/2026 - Descrição do projeto número 297;Ver. JOSÉ POLICE NETO (PSDB);Ver. LUNA ZARATTINI (PT);17/01/2026 00:00:00;FIN;Recebido de SGP80;27/05/2026 00:00;Secretaria (SGP87);Encaminhado para Análise;104;19
PR 0298/2026;PR;0298;2026;Projeto de PR nº 0298/2026 - Descrição do projeto número 298;Ver. DELEGADO JOÃO PAULO (PSD);Ver. LUNA ZARATTINI (PT);13/01/2026 00:00:00;FIN;Recebido de SGP75;23/03/2026 00:00;Secretaria (SGP81);Aguardando Notas Taquigráficas;59;20
PLO 0299/2026;PLO;0299;2026;Projeto de PLO nº 0299/2026 - Descrição do projeto número 299;Ver. DELEGADO JOÃO PAULO (PSD);Ver. LUNA ZARATTINI (PT);10/03/2026 00:00:00;FIN;Recebido de SGP17;03/05/2026 00:00;Secretaria (SGP13);Encaminhado para Análise;2;4
PDL 0300/2026;PDL;0300;2026;Projeto de PDL nº 0300/2026 - Descrição do projeto número 300;Ver. EDISON SANTOS (PDT);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);15/01/2026 00:00:00;FIN;Recebido de SGP51;06/01/2026 00:00;Secretaria (SGP39);Em votação;88;1
PLO 0301/2026;PLO;0301;2026;Projeto de PLO nº 0301/2026 - Descrição do projeto número 301;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. SONINHA FRANCISCHINI (PL);02/04/2026 00:00:00;FIN;Recebido de SGP75;30/01/2026 00:00;Secretaria (SGP10);Aprovado;119;16
PL 0302/2026;PL;0302;2026;Projeto de PL nº 0302/2026 - Descrição do projeto número 302;Ver. CRIS MONTERO (Novo);Ver. EDISON SANTOS (PDT);22/04/2026 00:00:00;FIN;Recebido de SGP64;25/04/2026 00:00;Secretaria (SGP65);Aguardando Pareceres;33;23
PLO 0303/2026;PLO;0303;2026;Projeto de PLO nº 0303/2026 - Descrição do projeto número 303;Ver. DELEGADO JOÃO PAULO (PSD);Ver. MILTON COELHO (PP);18/03/2026 00:00:00;FIN;Recebido de SGP63;02/05/2026 00:00;Secretaria (SGP42);Estudo para manifestação do relator;93;2
PL 0304/2026;PL;0304;2026;Projeto de PL nº 0304/2026 - Descrição do projeto número 304;Ver. LUNA ZARATTINI (PT);Ver. JOSÉ POLICE NETO (PSDB);19/04/2026 00:00:00;FIN;Recebido de SGP69;28/05/2026 00:00;Secretaria (SGP52);Aguardando Pareceres;59;27
PDL 0305/2026;PDL;0305;2026;Projeto de PDL nº 0305/2026 - Descrição do projeto número 305;Ver. EDISON SANTOS (PDT);Ver. MILTON COELHO (PP);02/03/2026 00:00:00;FIN;Recebido de SGP49;27/02/2026 00:00;Secretaria (SGP52);Recebido;63;0
PLO 0306/2026;PLO;0306;2026;Projeto de PLO nº 0306/2026 - Descrição do projeto número 306;Ver. EDISON SANTOS (PDT);Sem Relator Designado;08/02/2026 00:00:00;FIN;Recebido de SGP15;15/03/2026 00:00;Secretaria (SGP79);Aprovado;28;26
PL 0307/2026;PL;0307;2026;Projeto de PL nº 0307/2026 - Descrição do projeto número 307;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. MILTON COELHO (PP);06/01/2026 00:00:00;FIN;Recebido de SGP17;01/01/2026 00:00;Secretaria (SGP60);Aguardando Pareceres;38;16
PLO 0308/2026;PLO;0308;2026;Projeto de PLO nº 0308/2026 - Descrição do projeto número 308;Ver. EDISON SANTOS (PDT);Ver. KEIT LIMA (PSOL);25/04/2026 00:00:00;FIN;Recebido de SGP55;07/04/2026 00:00;Secretaria (SGP36);Encaminhado para Análise;91;8
PDL 0309/2026;PDL;0309;2026;Projeto de PDL nº 0309/2026 - Descrição do projeto número 309;Ver. SONINHA FRANCISCHINI (PL);Ver. LUNA ZARATTINI (PT);19/02/2026 00:00:00;FIN;Recebido de SGP74;25/03/2026 00:00;Secretaria (SGP12);Aprovado;89;20
PLO 0310/2026;PLO;0310;2026;Projeto de PLO nº 0310/2026 - Descrição do projeto número 310;Ver. LUNA ZARATTINI (PT);Ver. EDISON SANTOS (PDT);27/02/2026 00:00:00;FIN;Recebido de SGP63;08/04/2026 00:00;Secretaria (SGP63);Estudo para manifestação do relator;72;23
PDL 0311/2026;PDL;0311;2026;Projeto de PDL nº 0311/2026 - Descrição do projeto número 311;Ver. SONINHA FRANCISCHINI (PL);Ver. LUNA ZARATTINI (PT);20/01/2026 00:00:00;FIN;Recebido de SGP33;05/04/2026 00:00;Secretaria (SGP40);Aprovado;61;5
PDL 0312/2026;PDL;0312;2026;Projeto de PDL nº 0312/2026 - Descrição do projeto número 312;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. TONINHO PAIVA (REPUBLICANOS);07/05/2026 00:00:00;FIN;Recebido de SGP65;13/02/2026 00:00;Secretaria (SGP70);Em votação;25;19
PDL 0313/2026;PDL;0313;2026;Projeto de PDL nº 0313/2026 - Descrição do projeto número 313;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. KEIT LIMA (PSOL);10/01/2026 00:00:00;FIN;Recebido de SGP78;25/03/2026 00:00;Secretaria (SGP67);Recebido;67;5
PR 0314/2026;PR;0314;2026;Projeto de PR nº 0314/2026 - Descrição do projeto número 314;Ver. CRIS MONTERO (Novo);Ver. EDISON SANTOS (PDT);16/03/2026 00:00:00;FIN;Recebido de SGP13;21/05/2026 00:00;Secretaria (SGP50);Recebido;93;0
PR 0315/2026;PR;0315;2026;Projeto de PR nº 0315/2026 - Descrição do projeto número 315;Ver. EDISON SANTOS (PDT);Ver. LUNA ZARATTINI (PT);09/05/2026 00:00:00;FIN;Recebido de SGP50;25/03/2026 00:00;Secretaria (SGP78);Em votação;7;8
PL 0316/2026;PL;0316;2026;Projeto de PL nº 0316/2026 - Descrição do projeto número 316;Ver. SONINHA FRANCISCHINI (PL);Ver. MILTON COELHO (PP);13/02/2026 00:00:00;FIN;Recebido de SGP35;26/03/2026 00:00;Secretaria (SGP86);Encaminhado para Análise;14;6
PLO 0317/2026;PLO;0317;2026;Projeto de PLO nº 0317/2026 - Descrição do projeto número 317;Ver. TONINHO PAIVA (REPUBLICANOS);Ver. KEIT LIMA (PSOL);23/05/2026 00:00:00;FIN;Recebido de SGP24;10/01/2026 00:00;Secretaria (SGP64);Encaminhado para Análise;119;5
PDL 0318/2026;PDL;0318;2026;Projeto de PDL nº 0318/2026 - Descrição do projeto número 318;Ver. LUNA ZARATTINI (PT);Ver. TONINHO PAIVA (REPUBLICANOS);02/03/2026 00:00:00;FIN;Recebido de SGP11;29/05/2026 00:00;Secretaria (SGP67);Rejeitado;17;27
PR 0319/2026;PR;0319;2026;Projeto de PR nº 0319/2026 - Descrição do projeto número 319;Ver. EDISON SANTOS (PDT);Ver. EDISON SANTOS (PDT);14/03/2026 00:00:00;FIN;Recebido de SGP47;28/03/2026 00:00;Secretaria (SGP72);Aprovado;87;10
PDL 0320/2026;PDL;0320;2026;Projeto de PDL nº 0320/2026 - Descrição do projeto número 320;Ver. LUNA ZARATTINI (PT);Ver. SONINHA FRANCISCHINI (PL);04/02/2026 00:00:00;FIN;Recebido de SGP22;14/04/2026 00:00;Secretaria (SGP25);Recebido;96;22
PLO 0321/2026;PLO;0321;2026;Projeto de PLO nº 0321/2026 - Descrição do projeto número 321;Ver. DELEGADO JOÃO PAULO (PSD);Ver. LUNA ZARATTINI (PT);10/01/2026 00:00:00;FIN;Recebido de SGP41;19/05/2026 00:00;Secretaria (SGP76);Estudo para manifestação do relator;40;30
PR 0322/2026;PR;0322;2026;Projeto de PR nº 0322/2026 - Descrição do projeto número 322;Ver. DELEGADO JOÃO PAULO (PSD);Ver. LUNA ZARATTINI (PT);03/01/2026 00:00:00;FIN;Recebido de SGP38;23/03/2026 00:00;Secretaria (SGP63);Encaminhado para Análise;93;19
PR 0323/2026;PR;0323;2026;Projeto de PR nº 0323/2026 - Descrição do projeto número 323;Ver. SONINHA FRANCISCHINI (PL);Ver. SONINHA FRANCISCHINI (PL);28/02/2026 00:00:00;FIN;Recebido de SGP45;08/03/2026 00:00;Secretaria (SGP51);Estudo para manifestação do relator;70;16
PDL 0324/2026;PDL;0324;2026;Projeto de PDL nº 0324/2026 - Descrição do projeto número 324;Ver. JOSÉ POLICE NETO (PSDB);Ver. KEIT LIMA (PSOL);02/04/2026 00:00:00;FIN;Recebido de SGP57;25/02/2026 00:00;Secretaria (SGP27);Estudo para manifestação do relator;11;16
PR 0325/2026;PR;0325;2026;Projeto de PR nº 0325/2026 - Descrição do projeto número 325;Ver. JOSÉ POLICE NETO (PSDB);Ver. LUNA ZARATTINI (PT);28/03/2026 00:00:00;FIN;Recebido de SGP47;14/02/2026 00:00;Secretaria (SGP89);Recebido;81;24
PR 0326/2026;PR;0326;2026;Projeto de PR nº 0326/2026 - Descrição do projeto número 326;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. EDISON SANTOS (PDT);19/04/2026 00:00:00;FIN;Recebido de SGP83;11/04/2026 00:00;Secretaria (SGP74);Rejeitado;55;24
PLO 0327/2026;PLO;0327;2026;Projeto de PLO nº 0327/2026 - Descrição do projeto número 327;Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);Ver. FERNANDO HOLIDAY (Constituinte Exclusivo);19/03/2026 00:00:00;FIN;Recebido de SGP55;22/01/2026 00:00;Secretaria (SGP17);Rejeitado;74;26
PDL 0328/2026;PDL;0328;2026;Projeto de PDL nº 0328/2026 - Descrição do projeto número 328;Ver. DELEGADO JOÃO PAULO (PSD);Ver. KEIT LIMA (PSOL);07/05/2026 00:00:00;FIN;Recebido de SGP22;03/04/2026 00:00;Secretaria (SGP67);Aprovado;66;19
PR 0329/2026;PR;0329;2026;Projeto de PR nº 0329/2026 - Descrição do projeto número 329;Ver. JOSÉ POLICE NETO (PSDB);Ver. JOSÉ POLICE NETO (PSDB);25/03/2026 00:00:00;FIN;Recebido de SGP73;20/01/2026 00:00;Secretaria (SGP37);Aguardando Pareceres;42;12
